"Estado_civil","Modo_aplicacion","Orden_aplicacion","Curso","Asistencia_nocturna","Cualificacion_previa","Nacionalidad","Cualificacion_madre","Cualificacion_padre","Ocupacion_madre","Ocupacion_padre","Desplazado","Necesidades_educativas_especiales","Deudor","Cuotas_al_dia","Genero","Becado","Edad_al_ingreso","Internacional","Creditos_1er_sem","Inscrito_1er_sem","Evaluaciones_1er_sem","Aprobado_1er_sem","Nota_1er_sem","Sin_evaluacion_1er_sem","Creditos_2do_sem","Inscrito_2do_sem","Evaluaciones_2do_sem","Aprobado_2do_sem","Nota_2do_sem","Sin_evaluacion_2do_sem","Tasa_desempleo","Tasa_inflacion","PIB","Resultado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Ingeniería Informática","Sí","Curso de especialización tecnológica","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Masculino","Sí",20,"No",3,7,12,6,14.1428571428571,0,1,6,10,6,14.125,0,12.4,0.5,1.79,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Femenimo","Sí",20,"No",0,6,11,5,10.6,0,0,6,9,5,11.1666666666667,0,11.1,0.6,2.02,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Higiene Oral","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,7,10,7,11.8888888888889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,"Graduado"
"Soltero","Titulares de diploma de ciclo corto",1,"Enfermería Veterinaria","Sí","Curso técnico superior profesional","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",21,"No",7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,"Desertor"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Enfermería Veterinaria","Sí","Curso de especialización tecnológica","Portugués","Otro - 11º Año","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Masculino","No",23,"No",1,6,10,5,12.5,0,1,6,8,2,13.5,0,12.4,0.5,1.79,"Desertor"
"Soltero","1ra fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","2da fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,6,6,13.3333333333333,0,0,6,6,6,14.6666666666667,0,12.4,0.5,1.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Personal Administrativo","Sí","No","No","Sí","Femenimo","No",20,"No",5,12,13,12,11.2307692307692,0,3,11,18,9,12.7777777777778,0,11.1,0.6,2.02,"Graduado"
"Soltero","Cambio de curso",1,"Servicio Social","Sí","Educación secundaria","Portugués","Desconocido","Desconocido","Dato Faltante","Dato Faltante","No","No","No","Sí","Femenimo","Sí",29,"No",9,16,17,16,12.5882352941176,0,10,13,14,13,13.3571428571429,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,6,7,6,13.5,0,0,6,9,5,14,0,8.9,1.4,3.51,"Graduado"
"Soltero","2da fase - contingente general",6,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Personal Administrativo","Sí","No","No","Sí","Masculino","No",19,"No",0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","1ra fase - contingente general",5,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,8,8,7,12.6942857142857,0,0,8,8,7,12.6942857142857,0,10.8,1.4,1.74,"Graduado"
"Soltero","Mayores de 23 años",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","Sí","No","Femenimo","No",32,"No",0,7,12,4,13.7,0,0,7,7,0,0,0,16.2,0.3,-0.92,"Desertor"
"Soltero","2da fase - contingente general",2,"Enfermería","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",18,"No",0,7,7,6,14.3166666666667,0,0,7,7,6,14.3166666666667,0,7.6,2.6,0.32,"Graduado"
"Soltero","Titulares de otros cursos superiores",1,"Enfermería","Sí","Educación superior - grado","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","No","No","No","Sí","Femenimo","No",33,"No",2,7,8,6,14.35,0,3,8,10,6,14.5833333333333,0,16.2,0.3,-0.92,"Desertor"
"Soltero","1ra fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Desconocido","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Estudiante","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",20,"No",0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,"Graduado"
"Casado","Cambio de curso",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","No","No","No","No","Femenimo","No",39,"No",11,15,15,12,11.9166666666667,0,8,13,14,8,11.25,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",6,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Asistentes de Preparación de Comidas","Agricultores, Ganaderos, Pescadores, Cazadores y Recolectores de Subsistencia","Sí","No","Sí","Sí","Femenimo","Sí",20,"No",0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,"Graduado"
"Soltero","2da fase - contingente general",2,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Técnicos y Profesiones de Nivel Intermedio","Sí","No","Sí","Sí","Femenimo","No",20,"No",0,5,10,2,11.5,0,0,5,8,3,10,0,11.1,0.6,2.02,"Matriculado"
"Soltero","2da fase - contingente general",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",19,"No",0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","Sí",19,"No",0,7,9,7,14.2444444444444,0,0,8,12,8,12.2333333333333,0,15.5,2.8,-4.06,"Graduado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",18,"No",0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduado"
"Soltero","2da fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","Sí",20,"No",0,6,6,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",4,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","Sí",19,"No",0,7,7,6,12.8083333333333,0,0,8,11,7,12.8257142857143,0,12.4,0.5,1.79,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Agronomía","Sí","Curso de especialización tecnológica","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Femenimo","Sí",21,"No",0,6,9,6,12.6666666666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Masculino","No",18,"No",0,7,7,7,16.1428571428571,0,0,8,9,0,0,0,16.2,0.3,-0.92,"Desertor"
"Soltero","Cambio de curso",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","Sí","Sí","Femenimo","Sí",20,"No",0,7,9,7,12.3277777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,"Graduado"
"Soltero","1ra fase - contingente general",5,"Gestión","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","No",18,"No",0,5,9,1,11,0,0,5,9,2,12.5,0,7.6,2.6,0.32,"Matriculado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Equinocultura","Sí","Curso de especialización tecnológica","Portugués","Educación Superior - Grado","Educación Secundaria - 12º Año o Equiv.","Especialistas en Actividades Intelectuales y Científicas","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","No","Masculino","No",22,"No",0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Desertor"
"Divorciado","Mayores de 23 años",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",32,"No",0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,"Desertor"
"Soltero","3ra fase - contingente general",1,"Enfermería","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Personal Administrativo","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","Sí",19,"No",0,7,8,6,13.7416666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,"Graduado"
"Soltero","Mayores de 23 años",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Desconocido","Desconocido","Estudiante","Estudiante","Sí","No","No","Sí","Femenimo","No",24,"No",0,5,10,3,13,0,0,5,11,3,11.3333333333333,0,7.6,2.6,0.32,"Desertor"
"Soltero","2da fase - contingente general",1,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","Sí",19,"No",0,6,6,6,12,0,0,6,7,6,11.6666666666667,0,16.2,0.3,-0.92,"Graduado"
"Soltero","2da fase - contingente general",5,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","Sí","No","Femenimo","No",21,"No",0,6,10,5,11.8333333333333,0,0,6,10,5,13.2,0,13.9,-0.3,0.79,"Desertor"
"Soltero","2da fase - contingente general",2,"Servicio Social","Sí","Educación superior - grado","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","Sí",20,"No",0,6,6,6,12.3333333333333,0,0,6,6,6,10.6666666666667,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","Mayores de 23 años",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Otra Situación","Representantes del Poder Legislativo y Órganos Ejecutivos, Directores, Gerentes y Directores Ejecutivos","Sí","No","Sí","No","Masculino","No",41,"No",0,5,5,0,0,1,0,5,5,0,0,5,12.7,3.7,-1.7,"Desertor"
"Soltero","2da fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",19,"No",0,5,10,2,10.5,0,0,5,5,4,11.75,0,12.4,0.5,1.79,"Matriculado"
"Soltero","Cambio de curso",1,"Gestión (asistencia nocturna)","No","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","Sí","No","Femenimo","No",29,"No",0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,"Desertor"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Superior - Licenciatura","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","No","No","No","Sí","Femenimo","No",20,"No",0,6,7,6,14.2857142857143,0,0,6,9,3,13,0,13.9,-0.3,0.79,"Matriculado"
"Soltero","Mayores de 23 años",1,"Gestión","Sí","Otro - 11º año de escolaridad","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","No","No","No","Sí","Masculino","No",29,"No",0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","1ra fase - contingente general",5,"Turismo","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores No Calificados","Sí","No","No","Sí","Masculino","No",20,"No",0,6,10,4,13,0,0,6,6,6,13,0,12.4,0.5,1.79,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Femenimo","No",19,"No",0,6,8,4,11,0,0,6,9,4,11,0,10.8,1.4,1.74,"Matriculado"
"Soltero","2da fase - contingente general",3,"Enfermería","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Técnicos y Profesiones de Nivel Intermedio","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Masculino","No",18,"No",0,7,8,5,14.2,0,0,7,9,6,12.4,0,12.4,0.5,1.79,"Desertor"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Ingeniería Informática","Sí","Curso de especialización tecnológica","Portugués","Educación Superior - Doctorado","Curso de estudios superiores especializados","Técnicos y Profesiones de Nivel Intermedio","Especialistas en Actividades Intelectuales y Científicas","No","No","No","Sí","Masculino","No",23,"No",3,7,12,3,14,0,1,6,12,1,14,0,12.4,0.5,1.79,"Matriculado"
"Soltero","2da fase - contingente general",6,"Servicio Social","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores Calificados en Industria, Construcción y Artesanos","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Femenimo","Sí",19,"No",0,6,8,6,13.625,0,0,6,7,6,12.1666666666667,0,12.7,3.7,-1.7,"Graduado"
"Soltero","Cambio de curso",1,"Diseño de Animación y Multimedia","Sí","Educación superior - licenciatura","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",34,"No",0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",4,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Femenimo","No",20,"No",0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,"Graduado"
"Soltero","1ra fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Secundaria - 12º Año o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Profesiones de las Fuerzas Armadas","Sí","No","No","Sí","Masculino","No",19,"No",0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","Titulares de diploma de especialización tecnológica",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Superior - Máster","Educación Superior - Máster","Especialistas en Actividades Intelectuales y Científicas","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","No","No","No","Sí","Femenimo","No",22,"No",2,6,9,6,13.3333333333333,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,"Graduado"
"Soltero","Cambio de curso",1,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores No Calificados","Trabajadores Calificados en Industria, Construcción y Artesanos","No","No","No","Sí","Masculino","No",26,"No",9,14,14,14,14,0,7,13,13,13,13.6153846153846,0,15.5,2.8,-4.06,"Graduado"
"Soltero","2da fase - contingente general",4,"Enfermería","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores Calificados en Industria, Construcción y Artesanos","Sí","No","No","Sí","Masculino","Sí",18,"No",0,7,7,7,13.4628571428571,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,"Graduado"
"Soltero","Ordenanza No. 854-B/99",2,"Periodismo y Comunicación","Sí","Educación secundaria","Caboverdiano","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Técnicos y Profesiones de Nivel Intermedio","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","No","Femenimo","No",18,"Sí",0,6,8,5,12,0,0,6,0,0,0,0,10.8,1.4,1.74,"Desertor"
"Soltero","2da fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Estudiante","Otra Situación","No","No","No","Sí","Femenimo","Sí",19,"No",0,5,5,5,12.6,0,0,5,9,3,13,0,7.6,2.6,0.32,"Desertor"
"Soltero","Cambio de curso",1,"Diseño de Comunicación","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",25,"No",0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,"Graduado"
"Soltero","2da fase - contingente general",2,"Periodismo y Comunicación","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","Sí","No","Femenimo","No",18,"No",0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",1,"Turismo","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Superior - Grado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","No","No","No","Sí","Masculino","No",19,"No",0,6,7,6,14.4285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,"Graduado"
"Soltero","2da fase - contingente general",6,"Gestión","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación básica 1er ciclo (4º/5º año) o equiv.","Trabajadores No Calificados","Trabajadores No Calificados","Sí","No","No","Sí","Femenimo","No",19,"No",0,5,7,4,12.5,0,0,5,8,4,10,1,7.6,2.6,0.32,"Graduado"
"Soltero","1ra fase - contingente general",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Superior - Doctorado","Educación Superior - Doctorado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","No","No","No","Sí","Femenimo","No",18,"No",0,5,12,4,13,2,0,5,6,5,14,0,9.4,-0.8,-3.12,"Desertor"
"Soltero","1ra fase - contingente general",1,"Equinocultura","Sí","Educación secundaria","Portugués","Educación Superior - Licenciatura","Curso técnico-profesional","Personal Administrativo","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Femenimo","No",18,"No",0,5,8,4,13.5,2,0,5,9,0,0,3,10.8,1.4,1.74,"Desertor"
"Soltero","1ra fase - contingente general",1,"Gestión","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Secundaria - 12º Año o Equiv.","Personal Administrativo","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Sí","No","No","Sí","Femenimo","No",21,"No",0,5,9,3,10.6666666666667,0,0,5,13,2,12.5,0,7.6,2.6,0.32,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 2º Ciclo (6º/7º/8º) o Equiv.","Agricultores y Trabajadores Calificados en Agricultura, Pesca y Silvicultura","Trabajadores No Calificados","No","No","No","Sí","Femenimo","No",19,"No",0,5,9,4,13.75,1,0,5,8,4,14.5,0,7.6,2.6,0.32,"Graduado"
"Soltero","Titulares de otros cursos superiores",1,"Diseño de Comunicación","Sí","Educación superior - grado","Portugués","Educación Superior - Grado","Educación Superior - Doctorado","Especialistas en Actividades Intelectuales y Científicas","Especialistas en Actividades Intelectuales y Científicas","Sí","No","No","Sí","Femenimo","No",32,"No",0,3,3,2,16,0,0,3,3,1,16,0,7.6,2.6,0.32,"Desertor"
"Soltero","2da fase - contingente general",3,"Ingeniería Informática","Sí","Educación secundaria","Portugués","Educación Secundaria - 12º Año o Equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Técnicos y Profesiones de Nivel Intermedio","Sí","No","No","Sí","Masculino","Sí",18,"No",0,5,9,4,12.25,0,0,5,9,3,12.3333333333333,0,8.9,1.4,3.51,"Desertor"
"Soltero","Cambio de curso",1,"Gestión de Publicidad y Marketing","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Personal Administrativo","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","No","No","No","Sí","Masculino","No",19,"No",0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,"Matriculado"
"Soltero","1ra fase - contingente general",1,"Diseño de Animación y Multimedia","Sí","Educación secundaria","Portugués","Educación básica 1er ciclo (4º/5º año) o equiv.","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Operadores de Instalaciones y Máquinas y Trabajadores de Montaje","Sí","No","No","Sí","Masculino","Sí",19,"No",0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduado"
"Soltero","2da fase - contingente general",1,"Enfermería Veterinaria","Sí","Educación secundaria","Portugués","Educación Superior - Grado","Educación Básica 3er Ciclo (9º/10º/11º) o Equiv.","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Trabajadores de Servicios Personales, Seguridad y Protección y Vendedores","Sí","No","No","Sí","Femenimo","No",18,"No",0,5,9,3,13.6666666666667,1,0,5,5,5,12,0,12.7,3.7,-1.7,"Graduado"
