"Country","Year","Status","Life_expectancy","Adult_mortality","Infant_deaths","Alcohol_consumption","Percentage_expenditure","Hepatitis_B","Measles","BMI","Under_five_deaths","Polio","Total_expenditure","Diphtheria","Incidents_HIV","GDP_per_capita","Population","Thinness_ten_nineteen_years","Thinness_five_nine_years","Income_composition","Schooling"
"Egypt",2004,"Developing",69.8,186,52,0.5,0,97,84,52.4,68,96,5.07,97,0.1,NA,NA,3.1,3.2,0.631,11.4
"Egypt",2005,"Developing",69.5,175,54,0.59,0,98,70,52.3,67,96,5.41,98,0.1,NA,NA,2.9,2.9,0.631,11.5
"Egypt",2006,"Developing",69.4,159,52,0.13,0,97,969,54,68,98,5.56,99,0.1,NA,NA,3.4,2.9,0.645,11.5
"Egypt",2007,"Developing",69.6,165,60,0.17,0,98,1684,56.6,65,98,4.83,98,0.1,NA,NA,2.9,2.7,0.645,12.1
"Egypt",2008,"Developing",69.5,165,51,0.01,0,96,681,57.4,62,98,4.73,94,0.1,NA,NA,3.1,3,0.651,11.9
"Egypt",2009,"Developing",70.1,185,51,0.08,0,95,599,55.9,62,98,4.91,97,0.1,NA,NA,3.1,2.8,0.661,12.1
"Egypt",2010,"Developing",69.4,169,49,0.11,0,97,16,56.2,69,96,4.69,97,0.1,NA,NA,3.6,3.1,0.668,12.2
"Egypt",2011,"Developing",73.5,183,57,0.01,0,96,25,56.3,67,97,5.39,96,0.1,NA,NA,3.2,3.1,0.67,12.3
"Egypt",2012,"Developing",72.3,169,59,0.53,0,93,263,57.6,68,93,5.43,93,0.1,NA,NA,3.1,2.8,0.68,12.5
"Egypt",2013,"Developing",79.4,165,57,0.28,0,98,351,57.5,63,96,5.38,98,0.1,NA,NA,2.5,2.7,0.67,12.7
"Egypt",2014,"Developing",77.3,162,54,0.09,0,93,1304,4.9,64,93,5.49,95,0.1,NA,NA,3.2,2.5,0.685,13.1
"Egypt",2015,"Developing",79.4,156,54,NA,0,94,5723,62.8,58,92,NA,90,0.1,NA,NA,2.4,2.9,0.691,13.2
"El Salvador",2000,"Developing",68.8,215,4,2.71,354.407522,99,0,44.6,5,98,7.98,98,0.4,2234.395947,5997571.01,2.4,2.1,0.609,11.7
"El Salvador",2001,"Developing",68.7,223,4,2.88,335.746908,77,2,44.6,4,95,8.18,93,0.4,2278.098762,601858.6,2.2,1.4,0.621,11.4
"El Salvador",2002,"Developing",71.9,25,3,2.95,31.23463,81,0,47.3,4,79,7.63,81,0.4,269.480627,59512.96,1.8,2.3,0.634,12.1
"El Salvador",2003,"Developing",69.7,28,3,3.13,409.568411,94,0,47.8,4,91,7.59,96,0.3,2685.793137,6370816.27,2.2,2.4,0.612,12
"El Salvador",2004,"Developing",70.1,215,3,2.63,356.010999,9,0,47.1,3,9,7.16,6,0.3,2635.87341,6728.84,2,1.7,0.649,12.3
"El Salvador",2005,"Developing",70.8,210,3,2.32,440.912163,89,0,50.2,3,91,7.5,89,0.2,3035.24228,607535.49,2.2,1.4,0.657,12.6
"El Salvador",2006,"Developing",75.1,217,3,2.82,54.92449,96,0,4.5,3,95,6.54,95,0.2,359.728285,683209.21,1.9,1.8,0.66,12.8
"El Salvador",2007,"Developing",71.1,22,2,2.68,49.015066,99,0,6.1,3,96,6.41,99,0.3,346.422595,673495.92,1.8,2,0.639,12.7
"El Salvador",2008,"Developing",71,194,2,2.62,54.648064,96,0,51.9,3,99,6.04,97,0.3,383.43675,65909.51,1.7,1.7,0.666,13.1
"El Salvador",2009,"Developing",70.5,19,2,2.67,419.935201,90,0,52.5,2,92,6.76,91,0.3,3159.372429,5570231.42,1.5,1.3,0.652,12.6
"El Salvador",2010,"Developing",72.1,188,2,2.49,467.669103,89,0,53.2,2,91,7.06,90,0.3,3269.64718,6576026.73,1.9,1.5,0.665,12.6
"El Salvador",2011,"Developing",72,201,2,2.39,532.672951,89,0,54,2,10,6.48,90,0.3,3897.107816,644365.4,1.5,1.6,0.676,13.1
"El Salvador",2012,"Developing",73.5,173,2,2.4,620.528306,91,0,54.1,2,92,6.83,95,0.3,3852.221274,6464417.71,1.6,1.6,0.684,13.3
"El Salvador",2013,"Developing",73.2,174,2,2.37,576.130626,94,0,54,2,92,6.9,92,0.2,3639.241122,590774.3,1.5,1.7,0.674,13.4
"El Salvador",2014,"Developing",73.2,178,2,2.46,681.352034,93,0,55.6,2,94,6.67,95,0.2,4025.705972,6000853.91,1.6,1.8,0.669,13.3
"El Salvador",2015,"Developing",73.5,186,2,NA,0,92,0,56.5,2,93,NA,90,0.2,3813.07417,6089154.7,1.6,1.6,0.68,13.2
"Estonia",2000,"Developing",78.3,231,0,0.01,5.678732,NA,9,53.2,0,92,5.3,95,0.1,47.5137,1416986.4,2.6,2.8,0.753,14.7
"Estonia",2001,"Developing",77.4,233,0,0.01,93.131772,NA,0,56.7,0,96,4.76,94,0.1,4574.211506,1385293.74,2.5,2.8,0.778,15.2
"Estonia",2002,"Developing",71.6,201,0,11.48,7.217962,NA,0,55.1,0,94,4.73,95,0.1,537.479821,139354.77,2.2,2.1,0.79,15.4
"Estonia",2003,"Developing",72.4,209,0,11.58,136.469882,NA,0,53.8,0,95,4.98,94,0.1,7531.776513,14795.15,2.3,2.4,0.784,15.6
"Estonia",2004,"Developing",72.5,193,0,15.07,104.217871,9,0,55,0,94,5.02,94,0.1,865.52282,137004.62,2.5,2.6,0.816,15.9
"Estonia",2005,"Developing",72.5,190,0,15.59,152.651083,94,2,55.8,0,96,5.16,95,0.1,1289.86369,1323669.34,1.7,2.1,0.816,15.8
"Estonia",2006,"Developing",73,194,0,16.67,227.771766,95,27,55.9,0,94,5.27,95,0.1,13036.453652,134980.71,1.7,2.3,0.818,16.5
"Estonia",2007,"Developing",73.2,185,0,17.67,1927.607478,97,1,56.8,0,95,5.21,97,0.1,17549.150362,13825.06,1.9,2,0.828,16.2
"Estonia",2008,"Developing",73.9,175,0,17.22,222.119269,94,0,56.1,0,95,6.51,95,0.1,1806.935839,14077.99,2.2,1.9,0.833,15.9
"Estonia",2009,"Developing",75,149,0,14.94,1827.667988,97,0,57.3,0,94,6.84,97,0.1,15509.498727,1314862.66,1.9,1.4,0.837,15.8
"Estonia",2010,"Developing",75.8,142,0,15.28,1818.611598,94,0,58.2,0,93,6.14,94,0.1,13435.919305,1487328.85,1.8,2,0.84,16.1
"Estonia",2011,"Developing",75.6,142,0,0.01,2052.309991,94,6,57.7,0,94,5.98,93,0.1,16025.578263,1318224.84,1.5,2.2,0.841,16.3
"Estonia",2012,"Developing",76,134,0,0.03,2233.548331,94,4,59.3,0,95,6.28,93,0.1,17598.57549,1449888.19,1.6,1.9,0.855,16.7
"Estonia",2013,"Developing",77.2,134,0,0.01,263.162472,92,2,58.6,0,94,6.28,94,0.1,1707.738568,1269874.68,1.9,1.9,0.842,16.6
"Estonia",2014,"Developing",77.4,124,0,0.24,2773.721167,91,0,59,0,94,6.32,93,0.1,20950.790169,1313827.51,1.8,2.1,0.866,16.4
"Estonia",2015,"Developing",77.3,118,0,NA,0,90,4,58.5,0,91,NA,93,0.1,1911.102476,136495.29,1.9,2.3,0.859,16.4
"Ethiopia",2000,"Developing",51.2,380,231,0.83,11.165493,NA,1708,10.7,396,56,4.28,5,5.2,117.850786,69656604.25,11.7,12.1,0.005,3.8
"Ethiopia",2001,"Developing",51.3,375,247,0.63,1.210842,NA,2289,11.2,395,55,4.23,31,4.8,11.947391,69654950.53,11.4,11.8,0.278,4.3
"Ethiopia",2002,"Developing",53.3,380,241,0.78,11.136999,NA,3355,12.9,386,54,4.73,35,5,107.382589,7285655.07,11.7,11.3,0.3,4.6
"Ethiopia",2003,"Developing",53.9,354,221,1.26,10.778174,NA,232,12.2,380,56,4.64,38,4.3,119.857375,67793261.76,11.4,11.5,0.279,5.1
"Ethiopia",2004,"Developing",55.1,352,204,0.85,1.451286,NA,73,14,366,52,4.3,2,4.2,132.546872,7344327.88,11.4,11.3,0.317,5.5
"Ethiopia",2005,"Developing",55.2,350,212,0.79,19.143523,NA,366,14.3,350,57,4.29,44,3.6,145.897398,7796691.74,11.6,11.2,0.308,6
"Ethiopia",2006,"Developing",57,325,190,1.05,22.591928,NA,1354,14.4,316,58,4.56,46,3.4,191.96853,7544608.18,11.3,10.6,0.353,6.7
"Ethiopia",2007,"Developing",58.5,39,203,1.17,30.271314,48,1376,11.3,296,60,4.35,4,2.7,241.702361,7752.38,11.1,11.3,0.356,7.2
"Ethiopia",2008,"Developing",59.7,296,170,1.46,36.32239,52,3472,14.9,239,62,4.22,53,2.5,323.573001,79653514.97,11.2,1.8,0.374,7.6
"Ethiopia",2009,"Developing",68.4,269,180,1.25,48.979685,55,1103,14.6,238,64,4.5,58,1.9,398.172221,84833414.12,11,1.7,0.387,8.2
"Ethiopia",2010,"Developing",62.1,263,162,1.45,70.501349,65,4043,14.4,257,68,6.83,60,1.6,344.320625,962469.36,10.9,1.4,0.411,8.1
"Ethiopia",2011,"Developing",62.9,247,160,1.61,69.405064,67,3590,15.1,227,7,6.47,65,1.4,347.576734,896287.64,1.8,1.8,0.422,8.4
"Ethiopia",2012,"Developing",63.1,249,149,1.75,87.109725,69,4552,14.7,210,8,5.9,69,1.2,450.914694,88344477.08,1.3,1.7,0.435,8.6
"Ethiopia",2013,"Developing",63.3,233,139,2.07,8.449372,74,5470,16.4,203,8,5.05,70,0.9,50.804712,93295725.41,1.5,1.6,0.435,8.3
"Ethiopia",2014,"Developing",64,246,153,0.01,90.451201,77,13008,18.1,188,75,4.8,76,0.7,566.490423,92545086.44,1,1.3,0.444,8.5
"Ethiopia",2015,"Developing",65,233,132,NA,0,78,18974,16.6,189,74,NA,78,0.6,617.804753,9818949.27,1.4,1.1,0.449,8.5
"Fiji",2000,"Developing",67.9,216,0,2.07,33.042293,97,0,5.9,0,91,3.92,10,0.1,272.104267,832706.58,4.5,3.9,0.668,13
"Fiji",2001,"Developing",68,214,0,1.98,21.13097,98,17,51.3,0,93,3.17,89,0.1,232.008325,774572.13,4.1,4,0.663,13.5
"Fiji",2002,"Developing",67,27,0,1.97,194.293133,96,281,53.2,0,95,3.4,93,0.1,2451.215379,823970.63,4.2,3.5,0.692,13.6
"Fiji",2003,"Developing",68.1,21,0,1.82,264.539568,99,320,51.5,0,95,3.29,94,0.1,2985.428034,880884.15,3.7,3.8,0.685,13.3
"Fiji",2004,"Developing",68.3,221,0,1.51,42.428867,99,36,53.9,0,96,3.54,94,0.1,3376.636023,805972.01,4.5,4,0.667,13.3
"Fiji",2005,"Developing",69,217,0,1.74,65.624103,99,0,52.5,0,95,3.55,95,0.1,3554.959086,780315.88,4.2,4.1,0.707,14
"Fiji",2006,"Developing",68.6,219,0,1.86,49.029698,99,135,55.3,0,96,3.88,97,0.1,3775.810195,848464.7,4.3,4.2,0.68,13.9
"Fiji",2007,"Developing",68.4,21,0,1.98,6.221984,97,0,55.1,0,99,3.67,98,0.1,464.234129,766087.61,3.9,3.5,0.696,14.2
"Fiji",2008,"Developing",69,37,0,2.11,84.184355,99,0,55.9,0,99,3.66,96,0.1,4272.454741,84611.39,4.1,3.6,0.694,14.4
"Fiji",2009,"Developing",69.1,23,0,1.76,64.95468,99,1,56.3,0,97,4.04,99,0.1,3566.574832,906662.4,4,3.9,0.719,14.5
"Fiji",2010,"Developing",68.5,2,0,2.24,61.235047,96,0,59.8,0,99,4.32,98,0.1,3746.30803,80340.02,3.8,3.7,0.699,14.7
"Fiji",2011,"Developing",68.7,208,0,0.01,416.14942,98,0,59.1,0,97,4.58,98,0.1,4096.152539,85688.02,3.6,3.6,0.711,14.7
"Fiji",2012,"Developing",69.2,196,0,0.18,415.186233,98,0,8.1,0,99,4.11,99,0.1,4303.063852,909506,3.7,3.8,0.722,14.9
"Fiji",2013,"Developing",69.5,187,0,0.14,460.641998,98,0,61.9,0,99,4.25,99,0.1,4605.333507,841710.92,3.6,3.6,0.721,14.8
"Fiji",2014,"Developing",70.3,31,0,0.01,47.601312,99,0,61.3,0,96,4.24,98,0.1,509.618876,85589.09,3.8,3.1,0.715,15.5
"Fiji",2015,"Developing",69.4,185,0,NA,0,99,0,62,0,99,NA,98,0.1,5003.620721,901078.81,3.7,3.8,0.75,15.3
"France",2000,"Developing",78.7,18,3,13.56,3423.514656,27,9309,54,4,97,9.87,96,0.1,22972.236992,6118340.86,0.6,0.3,0.838,15.8
"France",2001,"Developing",79.4,21,3,14.25,3393.45884,25,0,57,4,98,9.88,97,0.1,24333.659297,67843179.54,0.3,0.7,0.86,15.6
"France",2002,"Developing",79.3,10,3,13.91,3859.014813,29,5226,55.8,4,95,1.2,98,0.1,23281.297571,5644608.76,0.4,0.4,0.852,15.4
"France",2003,"Developing",79.7,88,3,13.18,5020.92548,28,0,55.1,4,97,1.25,97,0.1,30729.280888,64910497.57,0.8,0.4,0.854,15.2
"France",2004,"Developing",81.8,87,3,12.94,5419.415409,36,4382,57.2,4,99,1.64,97,0.1,33222.204514,6629093.94,0.3,0.4,0.856,15.8
"France",2005,"Developing",80.8,97,3,12.41,5334.773143,34,37,58,4,99,1.57,99,0.1,34759.721041,64071521.24,1,1,0.851,15.5
"France",2006,"Developing",86.1,96,3,12.19,5492.077742,42,41,60.1,4,97,1.51,98,0.1,34783.727033,66174678.59,0.4,0.7,0.886,16.3
"France",2007,"Developing",88.7,92,3,12.1,63.95694,41,39,59.2,3,99,1.68,98,0.1,413.333312,6392916.63,1,0.8,0.889,16.1
"France",2008,"Developing",88.6,90,3,11.93,6164.835834,47,604,59.6,3,99,1.53,97,0.1,45453.14591,6663960.18,1,0.6,0.873,15.8
"France",2009,"Developing",80.9,95,3,12.09,5750.54346,51,1607,60.6,3,98,11.13,97,0.1,40033.023723,667142.89,0.1,0.8,0.87,15.6
"France",2010,"Developing",81.9,85,3,11.75,73.683999,65,5111,6.8,3,99,11.22,99,0.1,490.501121,6079125.75,0.5,0.7,0.871,16.1
"France",2011,"Developing",82.2,78,3,11.78,700.539363,74,14818,6,3,97,11.3,99,0.1,4811.597503,70830484.93,0.5,0.5,0.899,16.1
"France",2012,"Developing",80.8,82,3,11.49,806.643772,76,0,62.8,3,98,11.52,99,0.1,5295.33316,6256551.93,0.6,0.5,0.894,16.1
"France",2013,"Developing",82.2,92,3,10.84,7278.473945,74,276,59.6,3,99,11.31,99,0.1,43220.204818,6482046.61,0.6,1,0.896,16.3
"France",2014,"Developing",82.7,79,3,11.22,6949.56783,84,268,62.4,3,99,11.45,98,0.1,41811.53829,69607684.52,0.7,0.7,0.905,16.3
"France",2015,"Developing",82.6,76,2,NA,0,85,161,61.8,3,98,NA,97,0.1,34458.355193,6364285.29,0.4,0.3,0.887,16.4
"Gabon",2000,"Developing",60.3,302,2,8.89,203.604541,NA,15,27,3,46,2.9,44,9.4,3921.704532,1275059.29,8.3,7.6,0.669,12.2
"Gabon",2001,"Developing",59.9,31,2,9.24,179.272872,NA,5278,29.6,3,42,3.17,46,10,4292.340398,1406143.06,7.5,7.3,0.631,12.4
"Gabon",2002,"Developing",60.6,315,2,8.26,22.389426,NA,111,28,3,42,3.1,44,11.2,397.403235,127588.98,7.7,7.5,0.635,12.2
"Gabon",2003,"Developing",58.7,43,2,6.66,365.435554,NA,0,28.6,3,42,3.41,44,11.2,5285.580351,1378032.67,7,7.3,0.614,12.2
"Gabon",2004,"Developing",60.1,305,2,8.56,437.775986,NA,64,3.8,3,44,3.52,46,11.3,5600.51078,123594.85,7.6,7.1,0.649,12.3
"Gabon",2005,"Developing",65.5,30,2,7.71,362.501589,28,0,4.5,3,42,2.69,44,10.6,6665.72437,128329.97,6.5,7.3,0.626,12.3
"Gabon",2006,"Developing",61.8,287,2,7.82,39.773851,53,88,30.5,3,46,2.6,46,10.9,684.962506,1315846.14,7.1,6.9,0.666,12.4
"Gabon",2007,"Developing",61.3,288,2,9.22,521.473482,74,0,33.9,3,77,2.76,83,9.6,8640.408289,1437979.66,7.3,7,0.662,12.3
"Gabon",2008,"Developing",61.5,303,2,8.86,10.994832,80,3,31.1,3,82,2.63,83,8.8,209.701288,1613217.94,7.4,6.9,0.63,12.2
"Gabon",2009,"Developing",63,35,2,8.95,54.65665,78,0,32.2,3,75,3.49,76,7.3,771.409172,1566242.32,6.8,6.6,0.668,12.5
"Gabon",2010,"Developing",61.5,298,2,8.99,137.586386,65,1,33.5,3,69,3.47,66,7,9212.721389,17560.51,6.5,6.2,0.684,12.2
"Gabon",2011,"Developing",62.6,289,2,8.82,124.672247,75,2,34.3,3,76,3.26,75,5.7,1563.91777,172170.61,6.2,6.5,0.666,12.7
"Gabon",2012,"Developing",63.8,279,2,8.43,839.368707,79,2,34.7,3,7,3.19,83,5.3,9757.441309,1875582.58,6.3,6,0.668,12.4
"Gabon",2013,"Developing",64.5,258,2,9.04,159.076898,79,118,36.8,3,76,3.96,80,3.7,9541.67351,1871236.13,5.9,5.6,0.704,12.6
"Gabon",2014,"Developing",64.9,235,2,0.01,709.597111,6,32,35.5,3,68,3.43,10,2.9,9858.235733,1950870.69,6.1,6.2,0.698,12.6
"Gabon",2015,"Developing",66,232,2,NA,0,9,28,35.8,3,80,NA,10,2.4,7255.736968,181101.48,6.2,5.8,0.694,12.5
"Gambia",2000,"Developing",56.7,31,3,2.16,0,89,352,18.5,6,84,3.73,9,2,NA,NA,1.1,1.3,0.372,6.6
"Gambia",2001,"Developing",55.6,1,3,2.28,0,90,101,18.9,6,85,3.58,88,2.3,NA,NA,0.8,0.5,0.389,6.8
"Gambia",2002,"Developing",56.3,311,3,1.79,0,92,31,17.3,6,86,3.95,86,2.5,NA,NA,9.9,9.9,0.391,7.3
"Gambia",2003,"Developing",56.4,294,3,2.49,0,95,122,19.5,6,86,4.5,87,2.6,NA,NA,10,9.7,0.391,7.4
"Gambia",2004,"Developing",57.4,295,3,2.32,0,97,0,3.7,6,88,4.26,88,2.8,NA,NA,9.5,9.4,0.411,7.6
"Gambia",2005,"Developing",57.7,292,3,2.19,0,94,0,3.8,6,93,5.03,95,2.9,NA,NA,9.2,8.9,0.416,7.7
"Gambia",2006,"Developing",58.3,285,3,2.92,0,95,0,21.4,6,93,5.48,97,3.2,NA,NA,9,9,0.416,8.2
"Gambia",2007,"Developing",58.4,289,3,2.47,0,98,0,21.7,6,92,5.69,96,3,NA,NA,8.6,8.6,0.426,8.5
"Gambia",2008,"Developing",59.5,298,3,2.28,0,99,0,21.7,6,95,6,98,3.1,NA,NA,8.7,8.4,0.44,8.7
"Gambia",2009,"Developing",60,287,3,3.08,0,97,0,22.8,6,97,5.82,97,2.7,NA,NA,8.4,8.6,0.432,9
"Gambia",2010,"Developing",59.9,282,3,3.6,0,95,2,24.1,6,98,5.98,99,2.1,NA,NA,7.9,7.8,0.428,8.7
"Gambia",2011,"Developing",60.2,280,3,3.57,0,94,0,24.8,5,93,6.3,96,1.9,NA,NA,8.5,8.1,0.425,8.9
"Gambia",2012,"Developing",63.2,267,3,0.01,0,97,0,25.6,5,96,6.34,97,1.3,NA,NA,7.9,8.3,0.443,8.6
"Gambia",2013,"Developing",65.8,263,3,0.16,0,99,0,25.8,5,96,6.65,98,1.5,NA,NA,7.6,7.4,0.457,8.8
"Gambia",2014,"Developing",68.5,269,3,0.06,0,97,1,28.5,5,96,7.42,95,1.8,NA,NA,7.8,7.3,0.448,9.2
"Gambia",2015,"Developing",61.8,255,3,NA,0,97,77,27.1,5,97,NA,96,1.7,NA,NA,7.5,7.6,0.439,8.8
"Georgia",2000,"Developing",71.9,134,2,3.08,46.2839,56,54,45.1,2,79,6.86,7,0.1,656.358261,44859.37,3.1,3.1,0,11.4
"Georgia",2001,"Developing",73.2,113,2,2.82,59.282986,60,36,46.6,2,82,7.76,86,0.1,708.519172,42916.42,3,2.9,0.672,11.9
"Georgia",2002,"Developing",71.2,141,2,2.62,64.218511,54,202,47.2,2,89,8.8,85,0.1,747.826377,4420.16,3,2.7,0.667,11.5
"Georgia",2003,"Developing",73.6,136,1,3.47,66.641308,49,217,45.8,2,76,8.56,74,0.1,942.564208,429.51,3,2.9,0.697,12
"Georgia",2004,"Developing",71.8,152,1,3.38,6.978062,63,6707,48.8,1,65,8.34,78,0.1,128.004878,4225.5,2.7,3,0.68,12.3
"Georgia",2005,"Developing",74.7,130,1,4.95,9.421963,79,1467,48.7,1,85,8.59,82,0.1,154.63201,435.16,2.5,3.2,0.706,12.1
"Georgia",2006,"Developing",74.3,129,1,5.76,100.890465,86,342,48.9,1,88,8.42,87,0.1,1817.361967,4307.63,2.7,2.9,0.738,12.6
"Georgia",2007,"Developing",74.4,8,1,9.04,113.713336,93,45,50.2,1,87,7.96,98,0.1,2442.255188,442.09,2.7,2.5,0.741,12.7
"Georgia",2008,"Developing",72.7,129,1,7.04,153.581073,90,53,5.8,1,10,8.87,93,0.1,3319.661035,40.26,2.6,2.7,0.728,13.2
"Georgia",2009,"Developing",72.6,132,1,6.64,18.8256,53,24,53,1,93,1.27,88,0.1,287.765427,4331.05,2.5,2.6,0.729,13.1
"Georgia",2010,"Developing",73.3,143,1,7.21,201.041761,94,22,51.5,1,88,1.47,92,0.1,3084.406943,4018.59,3,3.3,0.734,13.4
"Georgia",2011,"Developing",73.9,123,1,8.28,190.510511,89,66,52.8,1,89,9.42,94,0.1,3618.479568,3701.13,2.4,2.9,0.744,13.4
"Georgia",2012,"Developing",73.6,16,1,7.64,153.054269,90,31,53.1,1,95,8.57,92,0.1,4110.020091,3899.32,2.6,3.1,0.768,13.6
"Georgia",2013,"Developing",74.3,139,1,5.81,173.423056,97,7525,54.3,1,93,7.27,93,0.1,4031.300292,3607.46,2.6,2.7,0.77,13.2
"Georgia",2014,"Developing",75.6,134,1,5.99,196.446629,91,3372,55.9,1,90,7.43,92,0.1,4151.266174,3623.96,2.4,3.1,0.753,13.4
"Georgia",2015,"Developing",74.3,123,1,NA,0,94,449,55.5,1,93,NA,95,0.1,3919.093099,38408.3,3.1,2.6,0.772,14.1
"Germany",2000,"Developed",77.7,98,3,12.6,4212.03179,83,0,54.3,4,94,0.9,9,0.1,23021.319781,8585088.22,1.4,0.8,0.849,16.3
"Germany",2001,"Developed",78.5,95,3,12.21,3986.410586,84,5970,55.9,4,97,1.01,92,0.1,23577.360478,83289098.87,0.9,1,0.847,16.2
"Germany",2002,"Developed",78.8,89,3,12.41,446.599746,86,4694,55.9,4,95,1.5,95,0.1,2375.327254,79118210.13,1.1,1.1,0.867,16.4
"Germany",2003,"Developed",77.9,6,3,11.96,610.950495,9,817,57.4,4,99,1.68,97,0.1,3391.763162,84719471.31,1.1,1,0.882,16.1
"Germany",2004,"Developed",79.3,79,3,12.05,5965.126754,91,123,58.6,3,94,1.25,97,0.1,34432.99546,8723756.38,1.1,1.2,0.857,16.4
"Germany",2005,"Developed",79.6,79,3,11.55,6076.873008,9,747,55.7,3,97,1.61,96,0.1,33964.806204,83149904.49,1.2,1.1,0.891,16.5
"Germany",2006,"Developed",79.2,91,3,11.94,6232.998703,86,2011,57.1,3,94,1.2,96,0.1,35898.570778,77999535.38,1.3,1.1,0.889,16.4
"Germany",2007,"Developed",80.3,91,3,11.38,7495.148352,85,527,58.2,3,98,1.23,97,0.1,44048.172875,82297154.8,1.4,0.8,0.892,16.6
"Germany",2008,"Developed",79.5,6,2,11.13,9086.228947,86,899,58.1,3,96,1.44,96,0.1,49485.069983,754621.49,1.5,1.1,0.9,16.8
"Germany",2009,"Developed",80,76,2,10.97,8071.149516,88,595,60.2,3,95,11.33,97,0.1,43673.989146,788610.22,0.9,1.2,0.893,16.6
"Germany",2010,"Developed",81.4,69,2,11.09,7666.789191,88,845,60.1,3,94,11.16,94,0.1,40795.57816,8032992.6,0.8,0.9,0.913,16.6
"Germany",2011,"Developed",84.3,76,2,11.13,803.898154,88,1680,4.7,3,95,1.89,96,0.1,4560.103295,9148867.96,0.8,0.7,0.912,16.8
"Germany",2012,"Developed",86.5,74,2,11.63,906.923951,89,173,7,3,96,2.13,96,0.1,3805.882005,8564308.03,1.1,1.1,0.904,16.8
"Germany",2013,"Developed",85.9,58,2,10.91,992.74468,88,1730,60.6,3,95,11.07,94,0.1,4755.585323,901657.04,1,1.4,0.923,16.9
"Germany",2014,"Developed",88.3,73,2,10.95,979.742424,87,428,61.4,3,92,11.29,96,0.1,5092.64582,90566.13,1.4,1.2,0.905,16.8
"Germany",2015,"Developed",81.6,63,2,NA,0,88,2496,61.3,3,94,NA,97,0.1,41548.435856,85529327.66,1.2,1.3,0.918,17.3
"Ghana",2000,"Developing",58,38,43,1.25,20.687207,NA,22016,19.1,61,88,2.88,90,3.4,283.755844,20075334.71,9,9.4,0.477,7.6
"Ghana",2001,"Developing",56.6,36,39,1.38,26.904974,NA,12804,1.8,73,82,3.37,78,3.6,262.064056,1876307.11,9.2,9.1,0.489,8.3
"Ghana",2002,"Developing",57.5,20,43,1.71,3.310401,8,11817,1.6,65,8,3.57,77,3,42.225423,19178295.51,9.1,8.8,0.505,7.8
"Ghana",2003,"Developing",57.8,42,45,1.59,31.009536,7,1853,21.4,67,6,3.1,5,3.5,348.817365,2372116.02,8.9,8.6,0.508,7.8
"Ghana",2004,"Developing",58.7,27,40,1.56,51.041457,7,62,21.8,64,83,4.04,10,3.1,424.512494,3086125.85,8.2,8.5,0.497,7.8
"Ghana",2005,"Developing",58.9,285,45,1.73,76.870295,84,445,22.5,66,85,4.41,84,3,533.976458,241703.95,8.1,7.5,0.502,8.2
"Ghana",2006,"Developing",58.4,294,40,1.57,124.73125,81,377,22.8,60,83,4.64,83,2.8,907.953657,21710970.22,8,7.7,0.523,8.5
"Ghana",2007,"Developing",60.2,28,44,1.62,3.412441,94,6,22.9,64,95,5.41,96,2.5,19.456979,238414.98,7.7,7.1,0.538,9.3
"Ghana",2008,"Developing",63.5,266,40,1.72,148.04589,94,86,25,61,92,4.88,93,2.2,1266.909451,2331787.78,7.6,7.6,0.531,9.7
"Ghana",2009,"Developing",65.8,273,40,1.62,31.459578,94,104,26.7,64,94,5.15,93,2,189.218561,2268438.77,7.4,7.2,0.543,10.5
"Ghana",2010,"Developing",69.3,267,42,1.75,213.819902,94,596,24.6,61,93,5.44,95,2,1367.422312,2434482.7,7.1,7.2,0.545,10.4
"Ghana",2011,"Developing",60.9,260,40,1.88,216.79057,92,128,24.7,58,92,5.03,90,1.2,1556.385149,26532922.26,6.8,6.9,0.559,10.7
"Ghana",2012,"Developing",61.6,253,40,0.2,150.099674,92,1743,26.6,54,91,4.86,91,0.9,1614.763938,2582276.07,6.5,6.6,0.569,10.9
"Ghana",2013,"Developing",61.9,266,37,0.01,28.03497,7,326,27.6,60,93,4.73,9,1,1949.443398,26175847.07,6.8,6.3,0.565,11.2
"Ghana",2014,"Developing",62.7,245,38,0.01,89.291698,99,127,26.6,55,92,3.51,97,0.8,1482.58015,27577465.98,6.4,6,0.582,11.5
"Ghana",2015,"Developing",63,243,38,NA,0,88,22,28.9,52,87,NA,88,0.7,1347.462354,27436128.45,6.1,6.6,0.582,11.4
"Greece",2000,"Developing",78.6,85,1,8.54,129.124984,88,58,56.4,1,90,7.48,90,0.1,1223.485268,19788.23,1.1,0.8,0.799,14
"Greece",2001,"Developing",79.1,74,1,8.84,1581.941039,9,13,57.1,1,8,8.48,91,0.1,12617.203358,1930436.46,1.3,0.4,0.789,14.3
"Greece",2002,"Developing",79,84,1,7.72,147.831254,91,5,57.4,1,90,8.77,91,0.1,1500.914187,18706.02,1.1,0.6,0.8,14.5
"Greece",2003,"Developing",78.6,76,0,9.5,1986.022728,91,0,58.4,1,93,8.54,94,0.1,19138.970047,19062.38,0.8,1,0.831,15.1
"Greece",2004,"Developing",80.4,81,0,9.47,307.612116,91,1,59.2,1,94,8.29,96,0.1,23101.553081,1926581.87,0.9,0.8,0.831,15.2
